term,name,ename,sex,party,partyGroup,areaName,committee,onboardDate,degree,tel,experience,fax,addr,picUrl,leaveFlag,leaveDate,leaveReason
10,林奕華,LinYi-Hua,女,中國國民黨,中國國民黨,臺北市第6選舉區,第10屆第1會期：教育及文化委員會;第10屆第1會期：程序委員會;第10屆第2會期：教育及文化委員會;第10屆第2會期：程序委員會;第10屆第2會期：修憲委員會;第10屆第3會期：教育及文化委員會;第10屆第3會期：紀律委員會;第10屆第3會期：修憲委員會;第10屆第4會期：教育及文化委員會;第10屆第5會期：教育及文化委員會;第10屆第5會期：紀律委員會;第10屆第6會期：教育及文化委員會;,2020/02/01,美國賓州匹茲堡大學公共行政碩士;台大政治系法學士;師大附中;金華女中;古亭國小;光復國小,國會研究室：02-2358-6111;大安服務處：02-2700-3663,第九屆立法委員新北市教育局局長台北市教育局局長台北市第八、九、十、十一屆市議員世新大學講師中華民國身心障礙服務推展協會理事長台北市女童軍會理事長,國會研究室：02-2358-6115;大安服務處：02-2700-3664,國會研究室：100008台北市中正區青島東路10號3502室;大安服務處：106098臺北市大安區復興南路2段133號6樓,http://www.ly.gov.tw//Images/Legislators/100027.jpg,是,2023/02/03,辭職
10,林思銘,LinSzu-Ming,男,中國國民黨,中國國民黨,新竹縣第2選舉區,第10屆第1會期：內政委員會;第10屆第2會期：內政委員會;第10屆第3會期：內政委員會;第10屆第3會期：紀律委員會;第10屆第4會期：內政委員會;第10屆第5會期：司法及法制委員會;第10屆第5會期：經費稽核委員會;第10屆第6會期：司法及法制委員會;第10屆第6會期：紀律委員會;第10屆第6會期：經費稽核委員會;第10屆第7會期：司法及法制委員會;第10屆第7會期：程序委員會;,2020/02/01,東吳大學法律系（78級司法實務組）;國立新竹高級中學;新竹縣立二重國民中學;新竹縣立竹中國民小學,國會研究室：02-2358-8226;竹東服務處：03-510-3435;竹北服務處：03-558-7725,新竹縣第15、16、17、18、19屆議員文化大學法律研究所台灣大學PMLBA碩士班明典法律事務所所長律師,國會研究室：02-2358-8230;竹東服務處：03-511-0231;竹北服務處：03-551-3106,國會研究室：100224台北市中正區濟南路1段3之1號0503室;竹東服務處：310005新竹縣竹東鎮中正南路111巷8號;竹北服務處：302048新竹縣竹北市縣政二路101號,http://www.ly.gov.tw//Images/Legislators/100028.jpg,否,,
10,林昶佐,LimTshiong-Tso,男,無黨籍,0無,臺北市第5選舉區,第10屆第1會期：外交及國防委員會;第10屆第2會期：外交及國防委員會;第10屆第2會期：修憲委員會;第10屆第3會期：外交及國防委員會;第10屆第3會期：修憲委員會;第10屆第4會期：外交及國防委員會;第10屆第5會期：外交及國防委員會;第10屆第6會期：外交及國防委員會;第10屆第7會期：外交及國防委員會;,2020/02/01,國立臺北大學企業管理學系學士,國會研究室：02-2358-6121;中正萬華服務處：02-2302-8930,時代力量創黨工程隊總隊長/時代力量主席團成員閃靈樂團主唱國際特赦組織臺灣分會理事長行政院二二八基金會董事/曾獲金曲奬、總統文化獎臺美國會議員聯誼會副會長臺灣國會西藏連線會長臺灣與英國國會友好協會副會長臺灣與德國國會友好聯誼會副會長,國會研究室：02-2358-6125;中正萬華服務處：02-2302-8950,國會研究室：100224台北市中正區濟南路1段3之1號0803室;中正萬華服務處：100059臺北市中正區莒光路88號,http://www.ly.gov.tw//Images/Legislators/100029.jpg,否,,
10,林為洲,Lin Wei-Chou,男,中國國民黨,中國國民黨,新竹縣第1選舉區,第10屆第1會期：司法及法制委員會;第10屆第1會期：程序委員會;第10屆第2會期：司法及法制委員會;第10屆第2會期：程序委員會;第10屆第2會期：修憲委員會;第10屆第3會期：內政委員會;第10屆第3會期：修憲委員會;第10屆第4會期：內政委員會;第10屆第5會期：社會福利及衛生環境委員會;第10屆第5會期：紀律委員會;第10屆第6會期：社會福利及衛生環境委員會;第10屆第7會期：社會福利及衛生環境委員會;,2020/02/01,國立中央大學中文系畢業,國會研究室：02-2358-6911;新竹縣服務處：03-558-5171、03-558-5192,第六屆立法委員第九屆立法委員第14.15.18屆新竹縣議員第17屆新竹縣議會副議長中國國民黨新竹縣黨部主任委員,國會研究室：02-2358-6915;新竹縣服務處：03-667-1039,國會研究室：100224台北市中正區濟南路1段3之1號0907室;新竹縣服務處：307001新竹縣芎林鄉文富街221號,http://www.ly.gov.tw//Images/Legislators/100030.jpg,否,,
10,林淑芬,Lin Shu-Fen,女,民主進步黨,民主進步黨,新北市第2選舉區,第10屆第1會期：社會福利及衛生環境委員會;第10屆第2會期：社會福利及衛生環境委員會;第10屆第3會期：外交及國防委員會;第10屆第4會期：外交及國防委員會;第10屆第5會期：外交及國防委員會;第10屆第6會期：外交及國防委員會;第10屆第7會期：司法及法制委員會;,2020/02/01,彰化女中;中興法商社會系;世新大學社會發展研究所,國會研究室：02-2358-8186;蘆洲服務處：02-8285-6412;五股服務處：02-2291-2995;三重聯絡服務處：02-8287-1663,第十四、十五屆台北縣議員第六、七、八、九屆立法委員,國會研究室：02-2358-8190;蘆洲服務處：02-2281-7980;五股服務處：02-2291-2355,國會研究室：100221台北市中正區青島東路1號3202室;蘆洲服務處：247012新北市蘆洲區長興路25號;五股服務處：248007新北市五股區民義路一段37號,http://www.ly.gov.tw//Images/Legislators/100031.jpg,否,,
10,林楚茵,LinChu-Yin,女,民主進步黨,民主進步黨,全國不分區及僑居國外國民,第10屆第1會期：財政委員會;第10屆第1會期：程序委員會;第10屆第2會期：財政委員會;第10屆第2會期：程序委員會;第10屆第3會期：財政委員會;第10屆第3會期：程序委員會;第10屆第3會期：經費稽核委員會;第10屆第4會期：財政委員會;第10屆第4會期：程序委員會;第10屆第4會期：經費稽核委員會;第10屆第5會期：財政委員會;第10屆第5會期：程序委員會;第10屆第6會期：財政委員會;第10屆第6會期：程序委員會;第10屆第7會期：財政委員會;第10屆第7會期：程序委員會;,2020/02/01,東吳大學政治系,國會研究室：02-2358-6526,環球電視台、中天電視台、ETToday、TVBS記者集智館公關公司專案經理三立新聞政治中心副主任、採訪中心副主任三立前進新台灣節目主持人,國會研究室：02-2358-6530,國會研究室：100224台北市中正區濟南路1段3之1號0805室,http://www.ly.gov.tw//Images/Legislators/100032.jpg,否,,
10,林德福,LinTe-Fu,男,中國國民黨,中國國民黨,新北市第9選舉區,第10屆第1會期：財政委員會;第10屆第2會期：財政委員會;第10屆第2會期：紀律委員會;第10屆第3會期：財政委員會;第10屆第4會期：財政委員會;第10屆第5會期：財政委員會;第10屆第6會期：財政委員會;第10屆第7會期：財政委員會;,2020/02/01,台北縣立頂溪國小畢業;台灣省立板橋中學畢業;私立開南高級商工職業學校畢業,國會研究室：02-2358-6995;永和服務處：02-2232-9899,台北縣永和市第五、六屆市長。市民代表。代表會副主席台北縣鄉鎮市長聯誼會會長。全國鄉鎮市長聯誼總會副會長新店高中文教基金會董事國立政治大學法律實務班結業開南大學副董事長第五、六、七、八、九、十屆立法委員中國國民黨副祕書長、立法院黨團書記長立法院第九屆第四、五會期中國國民黨團總召兼政策會執行長,國會研究室：02-2358-6999;永和服務處：02-3233-4625,國會研究室：100221台北市中正區青島東路1號3201室;永和服務處：234012新北市永和區永和路二段403號,http://www.ly.gov.tw//Images/Legislators/100033.jpg,否,,
10,邱臣遠,ChiuChen-Yuan,男,台灣民眾黨,台灣民眾黨,全國不分區及僑居國外國民,第10屆第1會期：經濟委員會;第10屆第2會期：經濟委員會;第10屆第2會期：交通委員會;第10屆第3會期：交通委員會;第10屆第3會期：紀律委員會;第10屆第4會期：交通委員會;第10屆第5會期：外交及國防委員會;第10屆第6會期：外交及國防委員會;第10屆第7會期：外交及國防委員會;,2020/02/01,銘傳大學國際企業學系研究所畢業,國會研究室：02-2358-6418,世界台灣商會聯合總會第26屆秘書長世界台灣商會聯合總會青商會第7屆會長僑委會僑務促進委員,國會研究室：02-2358-6415,國會研究室：100224台北市中正區濟南路1段3之1號2117室,http://www.ly.gov.tw//Images/Legislators/100034.jpg,否,,
10,邱志偉,Chiu Chih-Wei,男,民主進步黨,民主進步黨,高雄市第2選舉區,第10屆第1會期：經濟委員會;第10屆第2會期：經濟委員會;第10屆第2會期：修憲委員會;第10屆第3會期：經濟委員會;第10屆第3會期：修憲委員會;第10屆第4會期：經濟委員會;第10屆第5會期：經濟委員會;第10屆第5會期：紀律委員會;第10屆第5會期：經費稽核委員會;第10屆第6會期：經濟委員會;第10屆第6會期：經費稽核委員會;第10屆第7會期：經濟委員會;第10屆第7會期：經費稽核委員會;,2020/02/01,台南一中;淡江大學俄羅斯研究所法學碩士;國立臺灣大學國家發展研究所法學碩士;國立中山大學大陸研究所社會科學博士;英國劍橋大學國際關係研究所;國立臺灣大學EMBA碩士班,國會研究室：02-2358-6561;岡山服務處：07-623-0655;路竹服務處：07-696-8050;梓官服務處：07-610-7303;橋頭服務處：07-623-0655;彌陀聯絡處：07-623-0655;茄萣服務處：07-690-9981;湖內服務處：07-699-0605,第八、九屆立法委員高雄市政府民政局 局長高雄縣政府民政處 處長高雄縣政府新聞室 主任中華民國修憲國民大會代表南華大學旅遊事業管理系助理教授義守大學兼任助理教授,國會研究室：02-2358-6565;岡山服務處：07-623-0671;路竹服務處：07-696-8052;梓官服務處：07-610-7383;茄萣服務處：07-690-9961,國會研究室：100224台北市中正區濟南路1段3之1號0607室;岡山服務處：820111高雄市岡山區中山南路385號;路竹服務處：821008高雄市路竹區國昌路193號;梓官服務處：826002高雄市梓官區梓官路361號;橋頭服務處：82541高雄市橋頭區隆豐路184號;彌陀聯絡處：827010高雄市彌陀區鹽埕大路75號;茄萣服務處：852002高雄市茄萣區進學路41號;湖內服務處：82947高雄市湖內區湖中路242巷12弄26號,http://www.ly.gov.tw//Images/Legislators/100035.jpg,否,,
10,邱泰源,Chiu Tai-Yuan,男,民主進步黨,民主進步黨,全國不分區及僑居國外國民,第10屆第1會期：社會福利及衛生環境委員會;第10屆第1會期：程序委員會;第10屆第1會期：紀律委員會;第10屆第2會期：社會福利及衛生環境委員會;第10屆第2會期：程序委員會;第10屆第3會期：社會福利及衛生環境委員會;第10屆第3會期：程序委員會;第10屆第4會期：社會福利及衛生環境委員會;第10屆第4會期：程序委員會;第10屆第5會期：社會福利及衛生環境委員會;第10屆第5會期：程序委員會;第10屆第6會期：社會福利及衛生環境委員會;第10屆第6會期：程序委員會;第10屆第6會期：紀律委員會;第10屆第7會期：社會福利及衛生環境委員會;第10屆第7會期：程序委員會;,2020/02/01,日本國立東京大學醫學研究所碩士,國會研究室：02-2358-6116;竹北服務處：03-667-0835,曾任台大醫院主治醫師兼門診部主任曾任台灣家庭醫學醫學會理事長曾任台灣安寧緩和醫學學會理事長台大醫學院教授中華民國醫師公會全國聯合會理事長台北市醫師公會理事長,國會研究室：02-2358-6120;竹北服務處：03-550-8514,國會研究室：100224台北市中正區濟南路1段3之1號2106室;竹北服務處：302050新竹縣竹北市成功六街163號,http://www.ly.gov.tw//Images/Legislators/100036.jpg,否,,
10,邱議瑩,Chiu Yi-Ying,女,民主進步黨,民主進步黨,高雄市第1選舉區,第10屆第1會期：經濟委員會;第10屆第1會期：紀律委員會;第10屆第2會期：經濟委員會;第10屆第3會期：經濟委員會;第10屆第4會期：經濟委員會;第10屆第5會期：經濟委員會;第10屆第6會期：經濟委員會;第10屆第7會期：經濟委員會;,2020/02/01,舊金山多明尼肯大學企業管理研究所,國會研究室：02-2358-6516;美濃服務處：07-681-8755,第五、七、八、九、十屆立法委員客家委員會副主任委員民主進步黨第十六屆中央執行委員民主進步黨第八、九、十一、十五屆中央常務委員民主進步黨第十三、十四屆中央評議委員第三屆國民大會代表,國會研究室：02-2358-6520;美濃服務處：07-681-8677,國會研究室：100224台北市中正區濟南路1段3之1號0801室;美濃服務處：843008高雄市美濃區泰安路228號,http://www.ly.gov.tw//Images/Legislators/100037.jpg,否,,
10,邱顯智,ChiuHsien-Chih,男,時代力量,時代力量,全國不分區及僑居國外國民,第10屆第1會期：交通委員會;第10屆第2會期：修憲委員會;第10屆第3會期：內政委員會;第10屆第3會期：程序委員會;第10屆第3會期：修憲委員會;第10屆第4會期：內政委員會;第10屆第4會期：程序委員會;第10屆第5會期：經濟委員會;第10屆第5會期：程序委員會;第10屆第6會期：經濟委員會;第10屆第6會期：程序委員會;第10屆第7會期：交通委員會;第10屆第7會期：程序委員會;,2020/02/01,德國海德堡大學法學博士候選人;德國海德堡大學法學碩士;臺北大學法學碩士;臺北大學法學士,國會研究室：02-2358-6581;新竹服務處：03-515-3121,時代力量前主席雪谷南榕法律事務所律師新竹律師公會會員新竹法律扶助基金會扶助律師臺中犯罪被害人保護協會扶助律師新竹親子親善促進會義務顧問律師冤獄平反協會義務律師洪仲丘案、關廠工人案、太陽花學運義務律師,國會研究室：02-2358-6535,國會研究室：100224台北市中正區濟南路1段3之1號0808室;新竹服務處：300005新竹市自由路69號6樓,http://www.ly.gov.tw//Images/Legislators/100038.jpg,否,,
10,柯建銘,KerChien-Ming,男,民主進步黨,民主進步黨,全國不分區及僑居國外國民,第10屆第1會期：司法及法制委員會;第10屆第2會期：司法及法制委員會;第10屆第3會期：司法及法制委員會;第10屆第4會期：司法及法制委員會;第10屆第5會期：司法及法制委員會;第10屆第6會期：司法及法制委員會;第10屆第7會期：司法及法制委員會;,2020/02/01,新竹國小;建華國中;新竹中學;中山醫學院牙醫學系;淡江大學管理科學研究所研究;交通大學高階管理碩士班(EMBA)肄業,國會研究室：02-2358-6106;新竹服務處：03-526-9880,第二、三、四、五、六、七、八、九屆立法委員立法院民進黨黨團總召集人、副總召集人、幹事長、副幹事長民進黨代理黨主席、中常委、財務委員會主任委員、政策會執行長立法院經濟委員會、預算委員會及程序委員會等委員會召集人立法院科技協進會召集人、環保修法聯盟發起人、永續發展促進會發起人國家資訊基礎建設(NII)民間諮詢委員會委員兼法規組召集人,國會研究室：02-2358-6110;新竹服務處：03-523-2902,國會研究室：100224台北市中正區濟南路1段3之1號2118室;新竹服務處：300030新竹市北區四維路15號3樓,http://www.ly.gov.tw//Images/Legislators/100039.jpg,否,,
10,洪申翰,HungSun-Han,男,民主進步黨,民主進步黨,全國不分區及僑居國外國民,第10屆第1會期：社會福利及衛生環境委員會;第10屆第1會期：程序委員會;第10屆第2會期：社會福利及衛生環境委員會;第10屆第2會期：程序委員會;第10屆第3會期：社會福利及衛生環境委員會;第10屆第3會期：程序委員會;第10屆第4會期：社會福利及衛生環境委員會;第10屆第4會期：程序委員會;第10屆第5會期：社會福利及衛生環境委員會;第10屆第5會期：程序委員會;第10屆第6會期：社會福利及衛生環境委員會;第10屆第6會期：程序委員會;第10屆第7會期：社會福利及衛生環境委員會;第10屆第7會期：程序委員會;,2020/02/01,國立臺灣大學大氣科學系肄業,國會研究室：02-2358-6081,綠色公民行動聯盟副秘書長行政院能源及減碳辦公室專家委員新北市智慧節電委員會專家委員環保署資料開放諮詢小組專家委員台北市公民參與委員會委員,國會研究室：02-2358-6085,國會研究室：100221台北市中正區青島東路1號3206室,http://www.ly.gov.tw//Images/Legislators/100040.jpg,否,,
10,洪孟楷,HungMong-Kai,男,中國國民黨,中國國民黨,新北市第1選舉區,第10屆第1會期：交通委員會;第10屆第2會期：交通委員會;第10屆第3會期：交通委員會;第10屆第4會期：交通委員會;第10屆第5會期：交通委員會;第10屆第5會期：紀律委員會;第10屆第6會期：交通委員會;第10屆第7會期：交通委員會;,2020/02/01,美國南加州大學國際公共政策及管理碩士;國立臺灣大學政治學系碩士,國會研究室：02-2358-6811;林口服務處：02-2608-2100;北海岸服務處：02-2629-0133;泰山服務處：02-8531-5600;八里聯絡處：0917-159-190;三芝聯絡處：0953-466-990;石門聯絡處：0953-466-990,立法院 法案助理台北縣政府 蔡家福副縣長秘書嘉義市政府文化局 局長行政院江宜樺院長辦公室 專門委員國民黨發言人,國會研究室：02-2358-6815;林口服務處：02-8601-8916;北海岸服務處：02-2629-0133;泰山服務處：02-2900-0210;八里聯絡處：02-2358-6815;三芝聯絡處：02-2358-6815;石門聯絡處：02-2358-6815,國會研究室：100224台北市中正區濟南路1段3之1號2111室;林口服務處：244017新北市林口區文化三路二段291號;北海岸服務處：251012新北市淡水區淡金路二段511號1樓;泰山服務處：243093新北市泰山區明志路二段185號;八里聯絡處：249002新北市八里區華峰三街42號;三芝聯絡處：252005新北市三芝區智成街18號;石門聯絡處：253002新北市石門區山溪里尖山湖14鄰1號,http://www.ly.gov.tw//Images/Legislators/100041.jpg,否,,
10,范雲,Fan Yun,女,民主進步黨,民主進步黨,全國不分區及僑居國外國民,第10屆第1會期：教育及文化委員會;第10屆第1會期：程序委員會;第10屆第1會期：經費稽核委員會;第10屆第2會期：教育及文化委員會;第10屆第2會期：程序委員會;第10屆第2會期：修憲委員會;第10屆第2會期：經費稽核委員會;第10屆第3會期：教育及文化委員會;第10屆第3會期：程序委員會;第10屆第3會期：修憲委員會;第10屆第4會期：教育及文化委員會;第10屆第4會期：程序委員會;第10屆第5會期：教育及文化委員會;第10屆第5會期：程序委員會;第10屆第6會期：教育及文化委員會;第10屆第6會期：程序委員會;第10屆第7會期：教育及文化委員會;第10屆第7會期：程序委員會;,2020/02/01,淡水國小;淡水國中;北一女中;台大社會系學士、碩士;耶魯大學社會學碩士、博士,國會研究室：02-2358-6056　　0988-807139,第十屆立法委員台大社會系副教授中華民國無任所大使婦女新知基金會董事長、董事、監事林義雄競選民進黨主席特別助理英國倫敦大學亞非學院訪問學人中央研究院助研究員,國會研究室：02-2358-6060,國會研究室：100224台北市中正區濟南路1段3之1號0207室,http://www.ly.gov.tw//Images/Legislators/100042.jpg,否,,
10,徐志榮,Hsu Chih-Jung,男,中國國民黨,中國國民黨,苗栗縣第2選舉區,第10屆第1會期：社會福利及衛生環境委員會;第10屆第2會期：社會福利及衛生環境委員會;第10屆第3會期：社會福利及衛生環境委員會;第10屆第4會期：社會福利及衛生環境委員會;第10屆第5會期：社會福利及衛生環境委員會;第10屆第6會期：社會福利及衛生環境委員會;第10屆第7會期：社會福利及衛生環境委員會;,2020/02/01,日本國立石川高等職業學校畢業;私立東海大學企業管理師第11屆結業;省立苗栗高中畢業,國會研究室：02-2358-6266;公館服務處：037-223-566;苗栗服務處：037-368-811;頭份服務處：037-686-688,立法院第8、9、10屆立法委員行政院政務顧問苗栗縣公館鄉第13、14屆鄉長苗栗縣體育會理事長苗栗縣徐氏宗親會副理事長苗栗縣義消總隊總隊長苗栗縣後備指揮部顧問,國會研究室：02-2358-6270;公館服務處：037-239-233;苗栗服務處：037-368-877;頭份服務處：037-686-677,國會研究室：100224台北市中正區濟南路1段3之1號0802室;公館服務處：363010苗栗縣公館鄉玉泉村367號2樓;苗栗服務處：360015苗栗縣苗栗市縣府路70號;頭份服務處：351019苗栗縣頭份市中央路376號,http://www.ly.gov.tw//Images/Legislators/100043.jpg,否,,
10,翁重鈞,Wong Chung-Chun,男,中國國民黨,中國國民黨,全國不分區及僑居國外國民,第10屆第1會期：經濟委員會;第10屆第1會期：經費稽核委員會;第10屆第2會期：經濟委員會;第10屆第2會期：經費稽核委員會;第10屆第3會期：司法及法制委員會;第10屆第3會期：經費稽核委員會;第10屆第4會期：司法及法制委員會;第10屆第4會期：經費稽核委員會;第10屆第5會期：內政委員會;第10屆第5會期：經費稽核委員會;第10屆第6會期：內政委員會;第10屆第6會期：經費稽核委員會;第10屆第7會期：經濟委員會;,2020/02/01,國立臺灣大學會計學研究所;中國文化大學國際企業管理研究所;中國文化大學新聞系畢業,國會研究室：02-2358-6101;嘉義服務處：05-341-2029,立法院第一屆(第六次增額)、第二、三、四、六、七、八、十(本)屆委員,國會研究室：02-2358-6105;嘉義服務處：05-341-7251,國會研究室：100224台北市中正區濟南路1段3之1號2115室;嘉義服務處：62441嘉義縣義竹鄉仁里村407-4號,http://www.ly.gov.tw//Images/Legislators/100044.jpg,否,,
10,馬文君,MaWen-Chun,女,中國國民黨,中國國民黨,南投縣第1選舉區,第10屆第1會期：外交及國防委員會;第10屆第2會期：外交及國防委員會;第10屆第3會期：外交及國防委員會;第10屆第4會期：外交及國防委員會;第10屆第5會期：外交及國防委員會;第10屆第6會期：外交及國防委員會;第10屆第6會期：紀律委員會;第10屆第7會期：外交及國防委員會;,2020/02/01,逢甲大學 經營管理研究所碩士;嘉南藥專（嘉南藥理科技大學）藥理科畢業;大成國中;育英國小,國會研究室：02-2358-6816;埔里服務處：049-242-3248;草屯服務處：049-235-5807,南投縣第十三屆議員南投縣埔里鎮第十四屆、第十五屆鎮長中國國民黨埔里鎮黨部主任委員弘道老人關懷協會助老委員南投縣家扶中心委員南投縣民防總隊義警大隊大隊長南投縣婦工會總會長立法院第七屆、第八屆、第九屆委員立法院外交及國防委員會召集委員立法院國民黨團副書記長,國會研究室：02-2358-6820;埔里服務處：049-290-1626;草屯服務處：049-235-5023,國會研究室：100221台北市中正區青島東路1號3113室;埔里服務處：545015南投縣埔里鎮西寧路36號;草屯服務處：542007南投縣草屯鎮中興路268號3樓,http://www.ly.gov.tw//Images/Legislators/100045.jpg,否,,
10,高金素梅,Kao Chin Su-Mei,女,無黨籍,中國國民黨,山地原住民選舉區,第10屆第1會期：教育及文化委員會;第10屆第1會期：紀律委員會;第10屆第2會期：教育及文化委員會;第10屆第3會期：教育及文化委員會;第10屆第4會期：教育及文化委員會;第10屆第5會期：教育及文化委員會;第10屆第6會期：教育及文化委員會;第10屆第7會期：教育及文化委員會;,2020/02/01,青年高級中學,國會研究室：02-2358-6051;屏東服務處：08-787-0220,第5、6、7、8、9屆立法委員財團法人肝炎防治基金會終身義工財團法人癌症關懷基金會董事長,國會研究室：02-2358-6055;屏東服務處：08-787-2291,國會研究室：100008台北市中正區青島東路10號3507室;屏東服務處：922026屏東縣來義鄉來義村義新路8巷76號,http://www.ly.gov.tw//Images/Legislators/100046.jpg,否,,
10,高虹安,KaoHung-An,女,台灣民眾黨,台灣民眾黨,全國不分區及僑居國外國民,第10屆第1會期：教育及文化委員會;第10屆第1會期：程序委員會;第10屆第2會期：教育及文化委員會;第10屆第2會期：程序委員會;第10屆第3會期：教育及文化委員會;第10屆第4會期：教育及文化委員會;第10屆第5會期：經濟委員會;第10屆第5會期：經費稽核委員會;第10屆第6會期：經費稽核委員會;,2020/02/01,美國辛辛那提大學機械工程博士;國立臺灣大學資訊工程系碩士;國立臺灣師範大學資訊教育學士;臺北市立第一女子高級中學;臺北市私立方濟高級中學;臺北市康寧國小,國會研究室：02-2358-6541;新竹服務處：03-530-4510;台中服務處：04-2471-7675;南投服務處：049-224-6147,立法院（第10屆）委員（2020年2月1日－）台灣民眾黨立法院黨團幹事長台灣民眾黨立法院黨團副總召財團法人郭台銘文教基金會董事財團法人消防發展基金會董事鴻海科技集團副總經理暨工業大數據辦公室主任永齡健康基金會AI科技顧問鴻海教育基金會AI教育計畫主持人科智企業共同創辦人暨業務處處長財團法人資訊工業策進會中區產業服務處智慧加值組組長美國科林研發(Lam Research)產品實習工程師,國會研究室：02-2358-6545,國會研究室：100224台北市中正區濟南路1段3之1號1001室;新竹服務處：300027新竹市東區東門街30號;台中服務處：408007台中市南屯區文心路一段153號;南投服務處：540019南投市民族路453號,http://www.ly.gov.tw//Images/Legislators/100047.jpg,是,2022/12/25,辭職
10,高嘉瑜,Kao Chia-Yu,女,民主進步黨,民主進步黨,臺北市第4選舉區,第10屆第1會期：財政委員會;第10屆第2會期：財政委員會;第10屆第3會期：財政委員會;第10屆第4會期：財政委員會;第10屆第5會期：財政委員會;第10屆第6會期：財政委員會;第10屆第7會期：財政委員會;,2020/02/01,北一女;臺大法律系;臺大國發所兩岸組碩士,國會研究室：02-2358-6711;內湖服務處：02-2630-6571;南港服務處：02-2783-6571,第11至13屆臺北市議員（任內將內湖捷運聯開案送監院糾正通過後成功追回百億、積極爭取新闢捷運東環段解決內湖交通問題、推動南港產業生活特定專用區、第二座狗運動公園及改善動物之家環境、打造東湖櫻花林步道、大港墘生態公園、特色公園、共融式遊具及南港銀髮樂活中心）任務型國大代表臺大學生會長,國會研究室：02-2358-6715;內湖服務處：02-2630-6572;南港服務處：02-2783-6572,國會研究室：100008台北市中正區青島東路10號3506室;內湖服務處：114043台北市內湖區民權東路六段423號;南港服務處：115021台北市南港區研究院路一段39號,http://www.ly.gov.tw//Images/Legislators/100048.jpg,否,,
10,張宏陸,Chang Hung-Lu,男,民主進步黨,民主進步黨,新北市第6選舉區,第10屆第1會期：內政委員會;第10屆第2會期：內政委員會;第10屆第2會期：修憲委員會;第10屆第3會期：內政委員會;第10屆第3會期：修憲委員會;第10屆第4會期：內政委員會;第10屆第5會期：內政委員會;第10屆第5會期：紀律委員會;第10屆第6會期：內政委員會;第10屆第7會期：內政委員會;,2020/02/01,東吳大學政治系學士;國立臺北教育大學教育碩士;文化大學美國研究所,國會研究室：02-2358-8066;板橋文化路服務處：02-2250-7018,第9屆立法委員新北市議員民進黨臺北縣黨部執行長行政院反恐辦公室副主任行政院長秘書板橋市代理市長臺北縣民政局長臺北縣長室秘書立委蘇貞昌團隊助理蘇貞昌立委團隊助理民進黨中常委民進黨台北縣黨部執行長文化大學美國研究所,國會研究室：02-2358-8070;板橋文化路服務處：02-2250-7028,國會研究室：100221台北市中正區青島東路1號3305室;板橋文化路服務處：220004新北市板橋區文化路二段124巷6號,http://www.ly.gov.tw//Images/Legislators/100049.jpg,否,,
10,張育美,Hsu ChangYu-Mei,女,中國國民黨,中國國民黨,全國不分區及僑居國外國民,第10屆第1會期：社會福利及衛生環境委員會;第10屆第2會期：社會福利及衛生環境委員會;第10屆第3會期：社會福利及衛生環境委員會;第10屆第4會期：社會福利及衛生環境委員會;第10屆第5會期：社會福利及衛生環境委員會;第10屆第5會期：程序委員會;第10屆第6會期：社會福利及衛生環境委員會;第10屆第6會期：程序委員會;第10屆第6會期：紀律委員會;第10屆第7會期：社會福利及衛生環境委員會;,2020/02/01,高雄醫學大學藥學系;國立中央大學管理研究所碩士;國立台灣大學EMBA台復班;高雄醫學大學第16屆傑出校友;國立中央大學第6屆傑出校友,國會研究室：02-2358-8261;楊梅服務處：03-462-5636,中國國民黨中常委社團法人國家生技醫療產業策進會第六屆理事國立中央大學校友總會第九屆理事長中華民國高雄醫學大學校友會第四屆副理事長台灣女董事協會 監事國際醫療衛生促進協會 理事,國會研究室：02-2358-8265;楊梅服務處：02-2358-8275,國會研究室：100221台北市中正區青島東路1號3401室;楊梅服務處：326021桃園市楊梅區中山北路1段362號4樓,http://www.ly.gov.tw//Images/Legislators/100050.jpg,否,,
10,張其祿,JangChyi-Lu,男,台灣民眾黨,台灣民眾黨,全國不分區及僑居國外國民,第10屆第1會期：內政委員會;第10屆第2會期：內政委員會;第10屆第2會期：修憲委員會;第10屆第3會期：財政委員會;第10屆第3會期：修憲委員會;第10屆第4會期：財政委員會;第10屆第5會期：財政委員會;第10屆第6會期：財政委員會;第10屆第7會期：教育及文化委員會;,2020/02/01,美國南加州大學 [USC]     公共行政  博士 2000;國立中興大學 [台北大學] 公共政策  碩士 1994;國立中興大學 [台北大學] 公共行政  學士 1990,國會研究室：02-2358-6391,國立中山大學社會科學院院長國立中山大學政治經濟學系特聘教授高雄市政府研究發展考核委員會委員,國會研究室：02-2358-6395,國會研究室：100224台北市中正區濟南路1段3之1號0605室,http://www.ly.gov.tw//Images/Legislators/100051.jpg,否,,
